How can I manage grief?,"While a lot of people think of grief in terms of losing a person or pet, grief can come up whenever you lose something important. This includes: 
 Losing security, like losing your job or wondering how long you'll be able to pay rent 
 Losing stability or routine, like finding yourself working from home or navigating childcare closures 
 Losing your sense of safety, like fearing you or someone you love might end up with COVID-19 
 Losing your social relationships, like missing time with family and friends now that everyone must practice physical distancing or self-isolation 
 Losing hope for the future, like feeling that life will never go back to normal 
 Losing important goals, like finding your classes, sports competitions, or performances are cancelled for the foreseeable future 
 Losing important milestone celebrations like graduation ceremonies and weddings 
 Grief bring up complicated feelings. You might feel sad, angry, frustrated, fearful, or hopeless. You may have a hard time eating or sleeping, or feel very tense. You may feel overwhelmed and tired. You may wonder if life will ever feel normal again. 
 Everyone grieves in their own way and their own time. Here are some strategies to try as you navigate your own journey. 
 Acknowledge and express your feelings in a healthy way. Give your feelings a name and find healthy ways to express them, such as by talking with a friend, writing in a journal, or making art. 
 Give yourself as much time as you need. Grief follows its own schedule. Give yourself permission to use this time to take care of your well-being. Let go of expectations, tasks, or other obligations that can wait. 
 Seek support. Grief can feel very isolating, even though a lot of people are experiencing some sort of loss right now. Reach out to friends or family and share your feelings. Look for ways to help and support each other. 
 Take care of yourself. Ignoring health and well-being can make difficult experiences feel worse. Eat as well as you can, try to get enough sleep, spend time outside if it's safe for you to do so, and exercise regularly. Think about self-care activities or strategies that have helped you cope with challenging situations in the past and make time for those activities. 
 Know that feelings of grief will pass. Grief may feel intense at times, but those feelings will become more manageable over time and will eventually pass. 
 Connect with a mental health professional if you're having a hard time. If you're having a hard time getting through the day, coping in unhealthy ways, or having a hard time managing difficult thoughts or feelings, it's a good idea to seek help from a professional like a psychologist or counsellor—many now offer online or phone appointments. To find help: 
 For everyone 
 BC Psychological Association: Find a Registered Psychologist at www.psychologists.bc.ca/find_psychologist 
 BC Association of Clinical Counsellors: Find a Registered Clinical Counsellor at bc-counsellors.org 
 BC Mental Health Support Line: call 310-6789 (no area code) for to learn about services in your area or just to talk with someone right now 
 For young people 
 Kids Help Phone: Talk to a counsellor at 1-800-668-6868 or chat at kidshelpphone.ca (available 24/7) 
 Foundry: Contact your local Foundry office at foundrybc.ca for Foundy Virtual and information about local resources (for youth ages 12-24) 
 Youth in BC: Chat with a crisis line responder at youthinbc.com (available every day from noon – 1:00am) 
 That Discomfort You're Feeling Is Grief in Harvard Business Review at hbr.org/2020/03/that-discomfort-youre-feeling-is-grief 
 Grieving from the Canadian Mental Health Association at cmha.ca/documents/grieving 
 Coping with Grief and Loss from Mind Your Mind at mindyourmind.ca/wellness/coping-grief-and-loss"
"How can I find a doctor, psychiatrist, psychologist, or counsellor?","To find a family doctor (general physician), visit the College of Physicians and Surgeons of BC to use their Find a Physician tool. You can also see a family doctor at a local walk-in clinic, though it’s helpful to find a regular doctor if you have ongoing care needs. You can also find a psychiatrist through the College of Physicians and Surgeons of BC. Be aware that you almost always need a doctor’s referral to see a psychiatrist. 
 You can find a registered psychologist through the BC Psychological Association and the College of Psychologists of BC. 
 To find a clinical counsellor, visit the BC Association of Clinical Counsellors. 
 For more on the differences between these service providers, see the article The Right Path for You: Finding your way to and through services in BC from the Finding the Right Help – Navigating the System issue of Visions Journal."
How can I see a psychiatrist?,"A psychiatrist is a specialist doctor. In BC, you need to ask your doctor for a referral. If you don't see a regular family doctor, you can ask any doctor at a walk-in clinic for a referral. 
 In some cases, you may be able to ""self-refer"" or make an appointment with a mental health program yourself, but that may not get you access to a psychiatrist. Contact your local mental health centre to see what's available in your area. You can search for mental health centres at www.gov.bc.ca/mentalhealth. If you need help finding your local mental health centre, call HealthlinkBC at 811 or visit www.healthlinkbc.ca and use the Find Health Service tool."
How can I see a psychologist?,"To find a Registered Psychologist, visit the BC Psychological Association. You can make an appointment on your own. You don’t need a doctor’s referral to see a psychologist. 
 Registered Psychologists are not usually covered by MSP, so you’ll have to pay for the cost of the appointment yourself. Workplace extended health benefits or Employee (Family) Assistance Programs may cover some costs. Some psychologists offer a sliding scale based on your income. If you’re facing financial hardship, you can ask when you make the appointment. 
 If you want to learn more about lower-cost options to access counselling (though not usually by Registered Psychologists), email us with your location and our information and referrals team can see what options there may be in your community. 
 If you see a Registered Psychologist through a public mental health centre like a mental health team or outpatient psychiatry program, it will still be covered by MSP. Talk to your care provider if you have questions or want to learn more."
How can I see a counsellor?,"You can find directories of counsellors through their professional organizations. 
 Registered Clinical Counsellors: visit the BC Association of Clinical Counsellors 
 Canadian Certified Counsellors: visit the Canadian Counselling and Psychotherapy Association 
 Canadian Professional Counsellors: visit the Canadian Professional Counsellors Association 
 For more specialized counselling professionals, such as Marriage and Family Therapists, see the Federation of Associations for Counselling Therapists in British Columbia. 
 You can make an appointment on your own. You don’t need a doctor’s referral to see a counsellor. 
 Counsellors are not usually covered by MSP, so you’ll have to pay for the cost of the appointment yourself. Workplace extended health benefits, Employee (Family) Assistance Programs, or private health insurance plans may help cover some costs. Some counsellors may offer a sliding scale based on your income. If you’re facing financial hardship, you can ask when you make the appointment. 
 Learn more about lower-cost options to access counselling or email us with your location and our information and referrals team can see what options there may be in your community. 
 If you see a counsellor through a public mental health centre like a mental health team or outpatient psychiatry program, it will still be covered by MSP. Talk to your care provider if you have questions or want to learn more. 
 Indigenous community members can access some counselling services locally or through the First Nations Health Authority. Contact your local Band or local Friendship Centre, or contact the First Nations Health Authority."
How can I find a support group?,"Support groups are a way for people with a common experience to help each other and learn from each other. There are support groups for people with any experience of mental illness, support groups for people with a specific diagnosis, support groups for family members and friends, and more. 
 Support groups are offered by community organizations, mental health service providers, schools, campuses, and support agencies. Here are some general resources to help you find a mental health or substance use related support group in BC: 
 Talk to your mental health care provider. They might be able to make recommendations. 
 The Mood Disorders Association of BC offers a network of peer support groups around the province for people who experience mental illnesses like mood disorders or post-traumatic stress disorder. They also have groups for family and friends. Groups are drop-in. 
 Many Canadian Mental Health Association branches offer support services, including support groups. If your local branch doesn’t have their own program, they can recommend other services in your community. 
 The BC Schizophrenia Society maintains a directory of support groups and other regular events for family members of people with a mental illness. 
 For groups related to alcohol or drug use, call the Alcohol and Drug Information Referral Service at 1-800-663-1441 or 604-660-9382 in the Lower Mainland. 
 For groups in the Lower Mainland, search the Red Book Online. 
 If you are at school or on campus, talk to a school counsellor or your campus’ health and wellness office. 
 For online support, see some suggestions at www.heretohelp.bc.ca/discuss. This can be particularly useful if you don’t have a group in your community or have trouble getting to an in-person group. 
 In order to benefit the most from a support group, you need to feel safe enough to share your experiences and thoughts, and you need to feel comfortable supporting others. It can be helpful to contact the group facilitator or organizer ahead of time to see if a particular group might be a good fit for you. We have a checklist to help you evaluate support groups—including when it might be time to leave one. 
 Sometimes a group just doesn’t work for you, and that’s okay. If you feel comfortable, you can try talking to the facilitator to see if they can recommend another group that you can try."
Where can I find child and youth mental health services?,"To find help for a child or youth, you can: 
 Encourage your child to talk to a teacher or school counsellor 
 Talk to your family doctor or pediatrician, or go to a walk-in clinic 
 Contact your local Child & Youth Mental Health office on one of their walk-in days 
 Use Kelty Mental Health’s Help Finder Tool to find specific services and providers 
 Contact the Institute of Families for Child and Youth Mental Health’s Youth-in-Residence or Parent-in-Residence for guidance, information, and support. Youth-in-Residence and Parents-in-Residence are located around the province. If you don’t have one in your community, a Parent- or Youth-in-Residence at the Kelty Mental Health Resource Centre can help you by phone or email 
 Visit www.familysmart.ca for information and resources on child and youth mental health 
 For young people ages 12-24, visit foundrybc.ca to see if there is a Foundry Centre in your area. Foundry offers easy-to-access mental health care, physical health care, social services, and support out of one office."
Where can older adults find help for mental health concerns?,"Mental health concerns are a serious concern at any age, and everyone deserves help and support. If you’re concerned about your mental health, you can: 
 Talk to your family doctor or go to a walk-in clinic 
 Call the Mental Health Support Line at 310-6789 (no area code) for information about services in your area 
 Find your local mental health centre or program at www.gov.bc.ca/mentalhealth (you may need a doctor’s referral to access some programs) 
 Find your local Canadian Mental Health Association branch at www.cmha.bc.ca and ask for information about local services 
 Contact a local senior’s support organization or group and ask for advice. You can search for organizations at www.bc211.ca 
 For general information about senior’s mental health: 
 Find resources from the Canadian Coalition for Seniors' Mental Health at www.ccsmh.ca 
 Find info sheets in the Seniors and Depression Series at www.heretohelp.bc.ca/factsheet/seniors-and-depression-series 
 If you are concerned about a loved one: 
 Be honest about your concerns, like changes you’ve noticed or problems that have come up 
 Give your loved one a chance to talk about their perspectives. They may have a different take on the problem or have different priorities in their health care 
 Be patient—it will probably take more than one conversation 
 Whenever possible, aim for cooperation. Focus on finding an action or solution that everyone can agree on 
 Remember that asking for help is hard for many of us, and it can be even harder as people’s roles and abilities change. If your loved one isn’t willing to talk about their experiences with you right away, offer alternatives like the BC Mental Health Support Line (310-6789—no area code needed), the Seniors Distress Line (604-872-1234) or a local seniors support organization (search for organizations at www.bc211.ca) 
 Seek support to manage your expectations and your own well-being. It can be very stressful to see a loved one experience health problems. But adults who can care for themselves and aren’t at risk of harm are free to make their own choices—and that includes refusing help"
Where can I find self-help materials for depression?,"Self-help resources are not a substitute for diagnosis or treatment. If you have concerns about low mood, it’s best to talk to your doctor first and rule out physical causes for your symptoms. However, once you’ve checked in with your doctor, self-help materials can be a great way to learn more about depression and practice different skills at your own pace or in between treatment sessions. Here are some resources to check out. 
 The Antidepressant Skills Workbook was created by two BC psychologists. You’ll learn more about depression, learn and practice different skills to help improve your mood, and learn how healthy changes in other parts of your life can impact your mood. They also have similar workbooks for specific groups: 
 Dealing With Depression: Antidepressant Skills for Teens 
 A workbook for people who experience problems with depression at work called Antidepressant Skills at Work: Dealing with Mood Problems in the Workplace 
 A workbook for expecting or new moms called Managing Depression: A Self-help Skills Resource for Women Living With Depression During Pregnancy, After Delivery and Beyond 
 A workbook for people who experience health problems called Positive Coping with Health Conditions: A Self-Care Workbook 
 On the HeretoHelp site, our Managing Depression series offers three info sheets: Dealing with a Diagnosis of Depression, Working With Your Doctor for Depression, and Preventing Relapse of Depression. The series helps you be an active partner in your health care, build healthy coping skills and self-management strategies, and more. 
 Often depression can affect your concentration and motivation to work through self-help materials on your own. If you’d like self-help materials with a bit of extra support from a person, Bounce Back: Reclaim Your Health is a guided self-help program for British Columbians who experience mild to moderate depression, low mood, stress, or anxiety. You can get a DVD of tips to help you recognize and manage symptoms of depression, or you can learn more in-depth skills in a series of workbooks you complete at home. You also work with a trained coach from the Canadian Mental Health Association who will offer support and advice by telephone or video conference. Bounce Back is free with a doctor’s referral. For more information, visit www.bouncebackbc.ca (If you want to access the Bounce Back materials without a coach or referral, you can do that online in BC at www.bouncebackonline.ca). 
 The Mood Disorders Association of BC has a number of videos on mental health, seeking help, and other topics 
 Kelty Mental Health Resource Centre also maintains a comprehensive list of websites, toolkits, books and other resources for young people and families 
 Heads Up Guys offer tips and strategies for healthy living strategies for men who experience depression 
 The BC Reproductive Mental Health Program of BC Mental Health and Substance Use Services has a self-management guide for women who experience postpartum depression called Coping with Depression in Pregnancy and Following the Birth. They also have a guide for Aboriginal women and their families called Celebrating the Circle of Life: coming back to Balance and Harmony 
 The follow resources are based outside of BC, but they offer a lot of good information. 
 MoodGYM Training Program is a web-based self-help course for people who experience depression. It is based in Australia but is available for free to anyone 
 Moodjuice is a UK initiative that offers self-help workbooks, including one for depression 
 There are many books and workbooks available to help people who experience depression. Talk to your mental health care team for recommendations. You can find many from your local bookstore or special bookstores specializing in mental health like Odin Books in Vancouver (you can also order online). Within British Columbia, you may also borrow books for free from the Family Support and Resource Centre at BC Children’s and Women’s Hospitals. They have many self-help and reference materials on depression for women and their partners, for parents, and for children and youth."
Where can I find self-help materials for anxiety?,"Self-help resources are not a substitute for diagnosis or treatment. If you have concerns about low mood, it’s best to talk to your doctor first and rule out physical causes for your symptoms. However, once you’ve checked in with your doctor, self-help materials can be a great way to learn more about anxiety and practice different skills at your own pace or in between treatment sessions. Here are some resources to check out: 
 Anxiety Canada has self-help resources, toolkits, worksheets, and videos on anxiety and anxiety disorders for children and their parents, teens, adults, expecting and new moms at www.anxietycanada.com. Their MindShift app teaches skills to help users manage anxiety, relax, and live well. Although designed for teens and young adults, other adults can also benefit from it. 
 Kelty Mental Health Resource Centre has a list of recommended websites, toolkits, books, and other resources for children and for teens. 
 The BC Reproductive Mental Health Program of BC Mental Health and Substance Use Services has a self-management guide for women who experience anxiety during and after birth called Coping With Anxiety During Pregnancy and Following the Birth. 
 Moodjuice is a UK program that offers self-help and information on a number of mental health concerns, including their anxiety self-help guide. If you’d like help for a specific anxiety disorder, visit www.moodjuice.scot.nhs.uk to search for other guides. 
 There are many books and workbooks available to help people who experience anxiety problems. Talk to your mental health. Talk to your mental health care team for recommendations. There are bookstores that specialize in mental health and well-being materials, such as Odin Books in Vancouver. Within British Columbia, you may also borrow books for free from the Family Support and Resource Centre at BC Children’s and Women’s Hospitals. They have many self-help and reference materials on depression for women and their partners, for parents, and for children and youth. 
 If you’d like self-help materials with a bit of extra support from a person, Bounce Back: Reclaim Your Health is a guided self-help program for British Columbians who experience mild to moderate low mood or anxiety. You can get a DVD of tips to help you recognize and manage symptoms of anxiety, or you can learn more in-depth skills in a series of workbooks you complete at home. You work with a trained coach from the Canadian Mental Health Association who will offer support and advice by telephone or video conference. Bounce Back is free with a doctor’s referral. For more information, visit www.bouncebackbc.ca. If you want to access the Bounce Back materials without a coach or referral, you can do that online in BC at www.bouncebackonline.ca."
I’m having a hard time coping with a physical health problem. Where can I find help?,"Physical health can have a big impact on mental health! Here are some resources to help you cope with the emotional challenges of living with a chronic health problem: 
 Self-Management BC offers free programs for adults of all ages who are experiencing any ongoing physical or mental health issues. Find information and strategies to help manage symptoms and take action toward the best life possible. Family members, friends, and loved ones are welcome to attend. Programs are available in languages other than English, including Chinese and Punjabi. On their website, you learn more about self-management research and find a workshop or telephone-based support program. Visit www.selfmanagementbc.ca or call toll-free 1-866-902-3767. 
 A group of BC psychologists and doctors have created a self-guided workbook called Positive Coping with Health Conditions for anyone who is dealing with a health problem and anyone who supports a loved one that experiences a health problem. The workbook discusses the links between physical health and mental health, and teaches you different skills to help you manage problems and difficult feelings well, get active, and work on healthy relationships. 
 Bounce Back: Reclaim Your Health is a guided self-help program for British Columbians who experience mild to moderate depression, low mood or anxiety. You can get a DVD of tips to help you recognize and manage symptoms of depression, or you can learn more in-depth skills in a series of workbook you complete at home. One of the workbooks, Reclaim Your Health, is focused on living with chronic health conditions. You work with a trained coach from the Canadian Mental Health Association who will offer support and advice by telephone or video conference. Bounce Back is free with a doctor’s referral. For more information, visit www.bouncebackbc.ca. If you want to access the Bounce Back materials without a coach or referral, you can do that online in BC at www.bouncebackonline.ca. 
 Reclaim Your Life: From illness, disability, pain, or fatigue is a booklet from the Canadian Mental Health Association that offers practical tips and strategies to help you cope with a problem and get back to your usual routine. The booklet is available for purchase at www.livinglifetothefull.ca. It is part of a program called Living Life to the Full, an eight-week program that helps people make helpful changes in their lives. It’s offered throughout the province, and you can find course listings on the website as well. 
 Many organizations support people who experience a particular illness or health problem. These organizations can often help people find appropriate support services or may even offer support groups of their own. You can also ask your health care team for recommendations. If you can’t find support in person, you can see if there are any support groups online. 
 If you’re having a hard time coping and feel that you need one-on-one support, a therapist or counsellor can be a great option. You can find more information on finding these professionals at www.heretohelp.bc.ca/ask-us/how-can-i-find-a-doctor-psychiatrist-psychologist-or-counsellor."
When is substance use a problem? Where can I go for help?,"Each person has a different relationship with substances like alcohol and other drugs, and people use substances for different reasons. What’s beneficial for some may cause problems for others, or for the same person in different situations. 
 To learn more about substance use, check out Understanding Substance Use: A health promotion perspective. For more on supporting someone else, a useful resource is Helping People who Use Substances: A health promotion perspective. 
 To help you think about your relationship with substance, You and Substance Use: Stuff to think about...and ways to make changes is a great workbook. Another series, Making Healthier Choices about Substance Use: Tips for cutting back or quitting, has a lot of useful tips and resources if you want to change the way you use alcohol, marijuana, medications, methamphetamine, and tobacco. 
 If you or someone you care about needs more help, contact the Alcohol and Drug Information Referral Service to find support in your area. To get help anywhere in BC, call 1-800-663-1441. In Greater Vancouver, call 604-660-9382. 
 To learn more about substance use, visit the Centre for Addictions Research of BC."
Where can I find free or low-cost counselling?,"Mental health services like counselling or therapy may be covered by your BC Medical Services Plan (MSP) when you access the service through a hospital or mental health clinic. Find your local health authority to learn more about counselling services in your area. HealthLink BC’s Find Services tool and Locator app can also help you find services. You often need a doctor’s referral to access these types of programs. 
 Without a doctor’s referral, you need to access care through the private system, which is not funded by the government. Private mental health services can be expensive. This can be a real barrier to finding good care. While there is no simple answer, there are several different places you can look: 
 If you have health benefits at work, ask about your coverage. Some plans will cover a certain number of private counselling or therapy sessions. In addition, a workplace Employee/Family Assistance Plan may offer some services or may refer you to community services. 
 Some psychologists, clinical counsellors, or other service providers may offer a sliding scale, which means that their costs are based on your income. Try contacting service providers directly to ask if they offer a sliding scale. One private clinic in Vancouver has a good list of lower-cost counselling options in the Vancouver area. For those outside of the Lower Mainland, you can still look at this list and see if any similar organizations might be in your community. 
 Contact a mental health organization like Anxiety Canada, the Canadian Mental Health Association, BC Schizophrenia Society, Institute of Families for Child and Youth Mental Health, Mood Disorders Association of BC, or Jessie’s Legacy. They may offer services in your area, or they may have local connections that they can refer you to. 
 You can also email us and we’ll try and give you some recommendations for your community."
Can I get help paying for prescription medications?,"BC PharmaCare covers the cost of some medications through Plan G, the Psychiatric Medications Plan, for people who need a medication to be well but cannot afford them. Your doctor or nurse practitioner must apply for your coverage on your behalf. Coverage usually lasts for one year, and then you can reapply if needed. Talk to your care team if you’re interested in Plan G."
How can I pay for mental health care?,"Mental health services provided through the government-run (‘public’) system, like services you receive through your local mental health centre or team, an outpatient psychiatry at a hospital are most often completely covered by MSP. As long as you are eligible for MSP, you won’t have to pay to see someone. 
 For mental health services that aren’t covered by MSP, such as psychotherapy or counselling with a private practitioner, you will have to cover the costs yourself. It’s no secret that these services can be expensive, but you may be able to offset the costs through: 
 Extended health coverage from your own or an immediate family member’s workplace benefits 
 Employee (Family) Assistance Program from your own or an immediate family member’s workplace benefits 
 For students, school or campus mental health services 
 For Indigenous community members, services offered through your Band, Friendship Centre, Indigenous support organization, or the First Nations Health Authority 
 Cultural or faith communities may offer some mental health services 
 You may be able to claim some larger costs related to treatment of a mental health condition on your income tax return under health expenses 
 Some providers offer lower-cost services or a sliding scale, usually based on your income. Email us with your location and our information and referrals team can help you look for options in your area. 
 If costs are a barrier to health care, talk to your doctor to see if there are any services in the public health system (covered by MSP) that may be a good fit for you. You can also called the Mental Health Support Line at 310-6789 (no area code) for more information on local mental health services."
How do I apply for income assistance?,"Provincial income assistance has three income levels: basic assistance (also called welfare), Persons with Disabilities benefits (PWD), and the Persons with Persistent and Multiple Barriers to employment benefits (PPMB). All are administered by the Ministry of Social Development and Social Inclusion. Depending on the situation, mental illness may considered under PWD or PPMB. Addictions may not be included in PPMB applications. 
 PWD benefits are for people who have a disability that prevents them from working or going about their daily activities. Find information from the Ministry and read a fact sheet from the Disability Alliance of BC with information about the application process. 
 PPMB benefits are for people who experience multiple barriers to work. Find information from the Ministry and read a fact sheet from the Disability Alliance of BC with information about the application process. 
 The Disability Alliance of BC (formerly the BC Coalition of People with Disabilities) and help you navigate PWD and PPMB programs as well as Canada Pension Plan benefits. They have in-depth information on preparing your application, working through the application process, and handling appeals. PovNet can also connect you with an advocate to help you through the application process. 
 For more on provincial PWD benefits and advocacy tips, see Getting By on Social Assistance: Navigating the ‘welfare’ system or read other articles in our Income issue of Visions Journal."
What is MSP?,"MSP stands for Medical Services Plan. It’s a health insurance program managed by the government for people who live in British Columbia, Canada. MSP pays for things like doctor’s appointments, appointments with specialist doctors like psychiatrists, and hospital stays you need to treat a medical problem. 
 Everyone who lives in BC must enroll in MSP. You pay a monthly fee based on your income. Some workplaces cover the costs of MSP fees for you. 
 Learn more about MSP here. If you have questions about applying for or managing your MSP coverage, call Health Insurance BC at 604 683-7151 in the Lower Mainland or 1-800-663-7100 in the rest of BC. They are open Monday – Friday from 8.00am – 4.30pm. You can also get help in person at your local Service BC office. 
 If you are new to BC, you have to wait three months before registering for MSP. 
 Bring your Care Card or BC Services Card with you when you go to medical appointments or use the pharmacy."
What is a referral?,"A referral means someone recommends you to another service. In health care, it usually means a request from your doctor to see a specialist like a psychiatrist. 
 To access any specialist in BC, you first need a referral. You may need to meet certain criteria, like a specific diagnosis or specific symptoms, to access some specialists. Your doctor can tell you what to expect. 
 Once your doctor has made the referral, the specialist’s office will contact you with an appointment time. Make sure your doctor’s office has your current contact information so the specialist can reach you. 
 The process is the same whether you see the same family doctor or visit a walk-in clinic. 
 Not all mental health programs in BC require a doctor’s referral. This is good news for people who are looking for help! A ""self-referral"" means that you ask to see someone, and then you will be evaluated to see if you meet the criteria to receive services. Contact your local health authority to learn more about programs in your area:"
